id,loan_amnt,home_ownership,annual_inc,dti,int_rate,tax_liens,loan_status,age,credit_age
86132,6400.0,RENT,70000.0,11.85,0.1311,0,0,UNDER_FORTY,7353
74733,15625.0,MORTGAGE,40000.0,16.59,0.0971,0,0,UNDER_FORTY,8145
87555,9600.0,RENT,55000.0,12.68,0.1531,0,0,UNDER_FORTY,5953
102105,10000.0,RENT,80000.0,14.77,0.158,1,1,UNDER_FORTY,15419
103858,10000.0,MORTGAGE,47000.0,12.95,0.1311,0,0,OVER_FORTY,7202
110869,3000.0,MORTGAGE,30076.0,8.94,0.2149,0,0,UNDER_FORTY,9058
109748,7000.0,MORTGAGE,100000.0,4.22,0.0762,0,0,OVER_FORTY,9363
76268,1500.0,MORTGAGE,62000.0,29.96,0.1235,0,0,OVER_FORTY,12255
79372,4500.0,MORTGAGE,110000.0,0.71,0.1433,0,0,OVER_FORTY,9698
75354,8875.0,MORTGAGE,110000.0,5.04,0.1368,1,0,OVER_FORTY,11827
92686,20000.0,MORTGAGE,105000.0,32.17,0.1875,0,0,OVER_FORTY,9698
95185,10625.0,MORTGAGE,62000.0,13.82,0.1849,0,0,UNDER_FORTY,7383
111795,6000.0,RENT,96000.0,5.58,0.1212,0,0,OVER_FORTY,5680
110926,24000.0,MORTGAGE,250000.0,11.38,0.089,0,0,UNDER_FORTY,7202
92320,5600.0,OWN,24000.0,31.85,0.1972,0,0,UNDER_FORTY,5892
72220,1300.0,RENT,24000.0,34.8,0.208,0,0,UNDER_FORTY,7719
74230,16425.0,MORTGAGE,62000.0,24.93,0.0971,0,0,OVER_FORTY,9028
95393,11200.0,RENT,75000.0,2.05,0.0762,0,0,UNDER_FORTY,6075
90976,10000.0,RENT,47000.0,28.18,0.158,0,1,UNDER_FORTY,8479
87469,12000.0,MORTGAGE,72000.0,28.85,0.1311,0,0,UNDER_FORTY,9483
100226,8000.0,RENT,53000.0,16.96,0.158,0,1,UNDER_FORTY,10124
73619,8000.0,RENT,27000.0,21.16,0.1678,0,0,UNDER_FORTY,5011
91731,9200.0,MORTGAGE,55000.0,12.17,0.1905,0,0,UNDER_FORTY,4157
111496,12500.0,OWN,45000.0,24.36,0.1114,0,1,OVER_FORTY,5771
108072,5750.0,RENT,60924.0,24.27,0.1433,0,1,UNDER_FORTY,10855
88442,6625.0,RENT,34280.0,17.05,0.1212,0,1,UNDER_FORTY,6349
107979,20000.0,OWN,109000.0,6.53,0.079,0,0,OVER_FORTY,11309
96531,5800.0,RENT,42000.0,34.69,0.1629,0,0,OVER_FORTY,7444
84093,11000.0,MORTGAGE,60000.0,13.44,0.089,0,0,UNDER_FORTY,8084
100168,14825.0,RENT,40000.0,19.17,0.1311,0,0,UNDER_FORTY,8084
106835,15000.0,RENT,59000.0,14.75,0.1212,0,1,UNDER_FORTY,5100
112353,30000.0,MORTGAGE,255000.0,5.88,0.1212,0,0,OVER_FORTY,8967
103722,12000.0,RENT,125000.0,17.4,0.1311,0,0,UNDER_FORTY,11980
79775,20000.0,OWN,49500.0,11.2,0.1588,0,1,UNDER_FORTY,9728
107774,7500.0,RENT,60000.0,14.1,0.158,0,0,UNDER_FORTY,5861
76501,28000.0,MORTGAGE,141000.0,17.11,0.079,0,0,OVER_FORTY,9545
75099,8500.0,RENT,50000.0,31.4,0.1235,0,1,UNDER_FORTY,6472
112005,10000.0,MORTGAGE,40000.0,23.34,0.1311,0,0,UNDER_FORTY,7567
86860,15800.0,MORTGAGE,42000.0,18.11,0.1777,0,0,UNDER_FORTY,6136
76483,10000.0,RENT,53000.0,8.17,0.1155,0,0,UNDER_FORTY,5131
105618,5500.0,MORTGAGE,30000.0,8.92,0.1905,0,0,UNDER_FORTY,4797
74072,23000.0,MORTGAGE,120000.0,20.63,0.1235,0,0,UNDER_FORTY,8875
86675,12300.0,RENT,40000.0,12.51,0.1727,0,1,UNDER_FORTY,4888
93410,4125.0,RENT,14000.0,13.46,0.079,0,0,OVER_FORTY,20167
93951,18000.0,RENT,44000.0,23.35,0.1311,0,0,OVER_FORTY,10489
102253,9000.0,MORTGAGE,48000.0,17.33,0.1311,0,0,UNDER_FORTY,5376
84209,3975.0,OWN,17950.0,5.88,0.21,0,0,UNDER_FORTY,10458
107493,9250.0,RENT,28000.0,23.84,0.158,0,0,UNDER_FORTY,5406
91105,8000.0,MORTGAGE,32000.0,13.91,0.1972,0,1,UNDER_FORTY,11950
98374,8700.0,RENT,46000.0,17.84,0.1114,0,0,UNDER_FORTY,5771
90883,15000.0,MORTGAGE,45000.0,19.89,0.1212,0,0,UNDER_FORTY,5315
84666,10000.0,RENT,65000.0,10.6,0.1114,0,0,OVER_FORTY,7353
112236,8400.0,RENT,25000.0,29.9,0.1212,0,0,UNDER_FORTY,8328
73335,3000.0,RENT,40000.0,11.17,0.089,0,0,UNDER_FORTY,5771
84199,9925.0,MORTGAGE,28980.0,23.52,0.0762,0,0,UNDER_FORTY,14050
95667,6800.0,MORTGAGE,68000.0,30.94,0.1311,0,0,UNDER_FORTY,7475
84563,4000.0,MORTGAGE,40040.0,23.68,0.1972,0,0,OVER_FORTY,9302
95325,10000.0,OWN,39540.0,13.44,0.1629,0,1,UNDER_FORTY,8328
103355,10000.0,MORTGAGE,40000.0,20.88,0.1849,0,0,OVER_FORTY,8267
101342,11625.0,OWN,96000.0,4.06,0.21,0,0,OVER_FORTY,8875
85383,15000.0,MORTGAGE,67600.0,10.9,0.1114,0,0,OVER_FORTY,8967
91200,3800.0,RENT,16400.0,19.68,0.1433,0,0,UNDER_FORTY,7688
108765,21725.0,MORTGAGE,49000.0,33.4,0.1433,0,1,UNDER_FORTY,8206
104107,10000.0,RENT,60000.0,16.42,0.1433,0,0,UNDER_FORTY,13350
107433,19000.0,RENT,85000.0,21.42,0.1311,0,0,UNDER_FORTY,6988
108069,10000.0,RENT,89000.0,5.07,0.1849,0,0,UNDER_FORTY,10397
96373,10000.0,MORTGAGE,200000.0,9.25,0.089,0,0,OVER_FORTY,14050
93468,10000.0,RENT,104000.0,4.29,0.1531,0,0,OVER_FORTY,8387
95193,7000.0,RENT,86000.0,18.77,0.0762,0,0,UNDER_FORTY,8114
96863,20000.0,MORTGAGE,85300.0,14.77,0.079,0,0,OVER_FORTY,7841
80556,12000.0,RENT,74000.0,3.91,0.0971,0,0,OVER_FORTY,10702
89790,20800.0,RENT,102000.0,19.6,0.1433,0,0,UNDER_FORTY,4858
69546,12875.0,RENT,51960.0,26.17,0.1305,0,0,UNDER_FORTY,7291
88009,8000.0,RENT,58000.0,14.81,0.1972,0,1,UNDER_FORTY,6867
109569,10000.0,RENT,55000.0,13.11,0.1311,0,1,UNDER_FORTY,7322
102829,4750.0,RENT,21500.0,30.98,0.1531,0,0,UNDER_FORTY,6258
71699,2400.0,MORTGAGE,78000.0,23.6,0.0762,0,0,OVER_FORTY,15907
76589,1500.0,RENT,61200.0,17.63,0.1825,0,0,UNDER_FORTY,8479
99214,25000.0,MORTGAGE,140000.0,21.81,0.1311,0,1,OVER_FORTY,8145
91166,9750.0,RENT,36000.0,10.87,0.089,0,0,UNDER_FORTY,5588
73000,15000.0,MORTGAGE,66000.0,12.75,0.1064,0,0,OVER_FORTY,6288
76124,14000.0,RENT,65000.0,9.32,0.1433,0,0,UNDER_FORTY,7263
93307,11000.0,MORTGAGE,45000.0,29.63,0.1311,0,0,OVER_FORTY,5802
78248,1000.0,OWN,44000.0,8.18,0.0662,0,0,OVER_FORTY,12377
90656,10000.0,RENT,80000.0,9.92,0.1629,0,0,UNDER_FORTY,6957
93202,10975.0,RENT,129000.0,9.87,0.1777,0,0,UNDER_FORTY,7994
104758,5000.0,RENT,32000.0,7.76,0.21,1,0,UNDER_FORTY,8206
78501,5700.0,RENT,75000.0,11.63,0.1756,0,0,UNDER_FORTY,6196
97487,5000.0,RENT,36000.0,13.2,0.1777,0,0,UNDER_FORTY,8449
95298,16000.0,MORTGAGE,57700.0,12.37,0.1212,0,0,UNDER_FORTY,6806
84624,11000.0,MORTGAGE,82000.0,11.4,0.079,0,0,OVER_FORTY,10763
104354,8000.0,MORTGAGE,48000.0,19.93,0.089,0,0,UNDER_FORTY,6411
108452,8650.0,RENT,48600.0,7.66,0.1531,0,0,UNDER_FORTY,4980
80466,12000.0,RENT,75000.0,3.3,0.1155,0,0,UNDER_FORTY,9241
90738,3275.0,RENT,37128.0,25.05,0.1311,0,0,UNDER_FORTY,5588
71528,16000.0,RENT,65000.0,2.05,0.079,0,0,UNDER_FORTY,8510
88577,20000.0,OWN,225000.0,6.16,0.0762,0,0,UNDER_FORTY,8571
70189,6000.0,MORTGAGE,80000.0,17.57,0.0662,0,0,UNDER_FORTY,8663
75811,22000.0,RENT,50000.0,14.28,0.0762,0,0,UNDER_FORTY,10763
86781,6250.0,MORTGAGE,60000.0,20.04,0.1875,0,1,UNDER_FORTY,8844
77465,18000.0,MORTGAGE,48000.0,18.85,0.1064,0,1,OVER_FORTY,8905
103657,10000.0,MORTGAGE,65000.0,7.5,0.1311,0,0,UNDER_FORTY,7902
71502,7200.0,RENT,34474.0,18.07,0.1825,0,0,UNDER_FORTY,4188
79360,25000.0,MORTGAGE,119000.0,21.31,0.222,0,0,OVER_FORTY,14019
76873,4000.0,RENT,19200.0,14.67,0.2031,0,0,UNDER_FORTY,3915
101462,18800.0,RENT,60000.0,19.07,0.1727,0,0,UNDER_FORTY,5649
97044,20000.0,MORTGAGE,150000.0,25.26,0.089,0,0,OVER_FORTY,11585
69960,9000.0,RENT,82000.0,9.23,0.0971,0,0,OVER_FORTY,7383
105714,8000.0,MORTGAGE,100000.0,8.08,0.0603,0,0,UNDER_FORTY,11097
106626,16000.0,MORTGAGE,70000.0,11.33,0.1311,0,0,OVER_FORTY,6592
74641,28200.0,MORTGAGE,72000.0,15.99,0.1522,0,1,UNDER_FORTY,7414
101010,15000.0,OWN,45000.0,12.97,0.1311,0,0,UNDER_FORTY,16180
88417,12000.0,RENT,70000.0,11.33,0.1409,0,0,UNDER_FORTY,4310
99892,6400.0,RENT,36000.0,24.73,0.1849,0,0,UNDER_FORTY,6075
101959,7000.0,RENT,192000.0,4.69,0.2247,0,1,OVER_FORTY,4645
84591,13000.0,RENT,66000.0,13.0,0.079,0,0,UNDER_FORTY,5892
106677,4750.0,OWN,16092.0,26.99,0.2198,0,0,UNDER_FORTY,9971
106670,3950.0,RENT,45000.0,18.61,0.1629,0,0,OVER_FORTY,14081
89527,12000.0,RENT,35000.0,26.2,0.158,0,0,UNDER_FORTY,5041
77909,6075.0,RENT,39000.0,20.92,0.1952,0,1,OVER_FORTY,4858
109150,12000.0,MORTGAGE,45000.0,18.37,0.1311,0,0,UNDER_FORTY,7810
77396,8000.0,RENT,165000.0,14.05,0.1885,0,0,OVER_FORTY,9058
79809,8000.0,MORTGAGE,90000.0,8.03,0.1235,0,1,OVER_FORTY,9271
94453,9000.0,RENT,37000.0,9.24,0.1212,0,0,OVER_FORTY,7810
109087,5000.0,RENT,42000.0,13.54,0.1875,0,1,UNDER_FORTY,5315
106280,5000.0,MORTGAGE,60000.0,10.46,0.158,0,0,OVER_FORTY,7049
86999,5200.0,RENT,38000.0,4.67,0.1409,0,1,OVER_FORTY,6349
101609,15000.0,MORTGAGE,64000.0,14.81,0.1114,0,0,UNDER_FORTY,8663
99177,19000.0,MORTGAGE,43000.0,27.1,0.1905,0,1,UNDER_FORTY,8298
77295,10050.0,OWN,30000.0,14.48,0.1064,0,0,OVER_FORTY,8540
74316,11600.0,MORTGAGE,35000.0,18.69,0.1235,0,0,UNDER_FORTY,10063
69327,8000.0,MORTGAGE,78000.0,18.95,0.1235,0,1,UNDER_FORTY,7383
111916,10000.0,OWN,115000.0,9.35,0.1433,0,0,OVER_FORTY,16638
75456,3000.0,RENT,40000.0,15.21,0.2031,0,1,UNDER_FORTY,5131
85101,11000.0,RENT,70000.0,13.27,0.1212,0,0,OVER_FORTY,6014
83230,10000.0,RENT,94000.0,2.06,0.1212,0,0,UNDER_FORTY,7141
80880,28000.0,MORTGAGE,78427.0,14.2,0.1433,0,0,OVER_FORTY,9241
110832,20000.0,RENT,60000.0,32.11,0.1114,0,0,UNDER_FORTY,9483
71935,9000.0,RENT,194500.0,15.86,0.1433,0,0,OVER_FORTY,8084
77331,21600.0,RENT,105000.0,12.54,0.1433,0,0,UNDER_FORTY,11371
69803,12500.0,MORTGAGE,120000.0,12.99,0.0971,0,0,UNDER_FORTY,7475
108799,14400.0,RENT,47000.0,24.74,0.1114,0,0,UNDER_FORTY,6075
79415,18000.0,RENT,65000.0,16.95,0.0971,0,0,OVER_FORTY,12224
80735,8000.0,RENT,59000.0,25.95,0.1727,0,1,UNDER_FORTY,6288
83224,9600.0,MORTGAGE,58000.0,11.83,0.1212,0,0,UNDER_FORTY,9848
107372,13000.0,RENT,59600.0,10.03,0.1409,0,0,UNDER_FORTY,7049
102964,19100.0,MORTGAGE,75000.0,14.53,0.1212,0,0,UNDER_FORTY,7414
91750,8000.0,MORTGAGE,44060.0,13.84,0.1016,0,0,UNDER_FORTY,7202
92751,18250.0,RENT,72000.0,14.49,0.1016,0,0,UNDER_FORTY,4310
70711,4325.0,RENT,50000.0,25.68,0.1678,0,0,OVER_FORTY,8875
73490,14400.0,RENT,110000.0,2.82,0.0971,0,1,UNDER_FORTY,4980
100348,15000.0,MORTGAGE,100000.0,15.02,0.1212,0,0,UNDER_FORTY,6592
106928,27950.0,MORTGAGE,84000.0,14.41,0.0762,0,0,UNDER_FORTY,7202
95840,9600.0,RENT,60000.0,4.94,0.1311,0,0,UNDER_FORTY,9940
105934,15000.0,MORTGAGE,90000.0,19.23,0.089,0,0,UNDER_FORTY,10610
111175,10000.0,MORTGAGE,40000.0,8.01,0.1016,0,0,UNDER_FORTY,6837
71828,11675.0,RENT,65000.0,7.55,0.1155,0,0,UNDER_FORTY,6898
88461,1150.0,MORTGAGE,28896.0,23.67,0.1777,0,1,UNDER_FORTY,7171
75765,20000.0,RENT,62000.0,17.67,0.1155,0,0,UNDER_FORTY,5588
111772,35000.0,MORTGAGE,83000.0,18.98,0.1433,0,0,OVER_FORTY,12742
95446,5750.0,MORTGAGE,51600.0,14.53,0.0662,0,0,OVER_FORTY,10732
77140,28000.0,MORTGAGE,93000.0,16.82,0.0762,0,0,UNDER_FORTY,13288
90016,2500.0,RENT,50000.0,16.15,0.1849,0,1,UNDER_FORTY,7749
75180,22000.0,RENT,50000.0,11.33,0.0762,0,0,UNDER_FORTY,5527
71701,6200.0,MORTGAGE,57763.0,31.37,0.089,0,0,OVER_FORTY,9089
78440,16000.0,MORTGAGE,55000.0,27.72,0.1064,0,0,UNDER_FORTY,5618
82279,24000.0,OWN,175000.0,21.26,0.1212,0,0,UNDER_FORTY,13258
71777,8500.0,RENT,70000.0,9.91,0.1235,1,0,UNDER_FORTY,8602
95091,30000.0,MORTGAGE,70000.0,18.3,0.1114,0,0,OVER_FORTY,15146
97486,11000.0,RENT,45000.0,18.93,0.1311,0,0,UNDER_FORTY,5223
102707,10500.0,RENT,135000.0,21.7,0.1629,0,0,UNDER_FORTY,10702
101323,6000.0,RENT,62000.0,10.86,0.1875,0,0,UNDER_FORTY,9636
72515,5000.0,RENT,78000.0,11.03,0.2115,0,1,OVER_FORTY,7322
95122,8000.0,RENT,115000.0,8.29,0.1433,0,0,OVER_FORTY,11006
78733,24600.0,MORTGAGE,145000.0,3.93,0.1155,0,0,OVER_FORTY,7994
80081,15000.0,MORTGAGE,92000.0,17.44,0.1952,0,0,OVER_FORTY,11006
79669,2500.0,MORTGAGE,85000.0,30.88,0.1825,0,0,OVER_FORTY,8053
94553,6300.0,OWN,30000.0,24.32,0.1777,0,0,UNDER_FORTY,5922
101007,6000.0,RENT,95000.0,4.03,0.1212,0,0,UNDER_FORTY,8967
101096,1000.0,RENT,23556.0,16.35,0.1875,0,0,UNDER_FORTY,4553
103626,12000.0,RENT,50000.0,5.11,0.1531,0,0,UNDER_FORTY,4492
87926,8000.0,RENT,55000.0,10.17,0.1629,0,0,OVER_FORTY,9879
83797,17600.0,MORTGAGE,40000.0,13.52,0.1114,0,0,OVER_FORTY,10610
87639,27000.0,RENT,67000.0,12.63,0.1875,0,0,UNDER_FORTY,7657
91137,2400.0,MORTGAGE,49300.0,17.91,0.1727,0,0,UNDER_FORTY,7475
80172,11000.0,MORTGAGE,42000.0,15.74,0.1522,0,1,OVER_FORTY,6837
109902,17625.0,RENT,240000.0,6.72,0.1114,0,0,UNDER_FORTY,8022
107154,15000.0,MORTGAGE,90000.0,14.31,0.0762,0,0,OVER_FORTY,7232
96003,35000.0,MORTGAGE,180000.0,6.97,0.1311,0,1,OVER_FORTY,9455
76276,18000.0,OWN,87000.0,2.5,0.1155,0,0,OVER_FORTY,10641
88172,8725.0,MORTGAGE,25000.0,23.95,0.1777,0,1,OVER_FORTY,8540
99402,12000.0,MORTGAGE,75000.0,27.47,0.0762,0,0,UNDER_FORTY,8114
73785,2100.0,RENT,75500.0,16.13,0.1885,0,0,UNDER_FORTY,7719
75665,7200.0,MORTGAGE,40000.0,19.92,0.1155,0,0,UNDER_FORTY,13593
86770,18000.0,MORTGAGE,45000.0,11.92,0.0603,0,0,UNDER_FORTY,6196
76840,5500.0,MORTGAGE,24000.0,8.95,0.1522,0,0,UNDER_FORTY,8783
83063,8000.0,MORTGAGE,32000.0,6.19,0.1114,0,0,UNDER_FORTY,9848
90439,12000.0,RENT,45000.0,15.22,0.1629,0,1,UNDER_FORTY,5131
75329,25000.0,RENT,340000.0,19.25,0.1756,0,0,UNDER_FORTY,14081
108144,7200.0,RENT,79000.0,19.35,0.1905,0,0,OVER_FORTY,10093
87103,7000.0,MORTGAGE,36600.0,25.67,0.1433,0,0,OVER_FORTY,12071
71377,16000.0,RENT,90000.0,10.31,0.0762,0,0,UNDER_FORTY,9241
80245,8875.0,RENT,33000.0,28.07,0.1522,0,0,UNDER_FORTY,4553
77956,4950.0,MORTGAGE,17500.0,17.9,0.216,0,1,OVER_FORTY,6653
91058,10000.0,MORTGAGE,68535.0,29.36,0.1016,0,0,OVER_FORTY,7414
86697,4000.0,RENT,49800.0,14.22,0.1433,0,0,UNDER_FORTY,5861
93058,10000.0,MORTGAGE,71000.0,22.87,0.1311,0,0,UNDER_FORTY,5802
75494,10000.0,MORTGAGE,115000.0,11.09,0.0971,0,0,UNDER_FORTY,11006
93795,5825.0,RENT,20868.0,22.77,0.1311,0,0,UNDER_FORTY,15358
78471,12000.0,MORTGAGE,55000.0,15.9,0.1678,0,0,OVER_FORTY,7657
95453,10000.0,RENT,130000.0,1.11,0.1016,0,0,UNDER_FORTY,7414
107916,5000.0,RENT,70000.0,24.87,0.1849,0,0,UNDER_FORTY,6349
74497,7125.0,MORTGAGE,97500.0,12.62,0.1235,0,0,UNDER_FORTY,6196
112528,18000.0,MORTGAGE,55000.0,20.18,0.1409,0,1,OVER_FORTY,8053
82467,12000.0,MORTGAGE,100000.0,18.19,0.1433,0,0,UNDER_FORTY,7049
85029,28225.0,MORTGAGE,110000.0,13.22,0.1433,0,0,OVER_FORTY,8936
106488,6000.0,MORTGAGE,50000.0,16.2,0.158,0,0,UNDER_FORTY,10001
87093,15250.0,MORTGAGE,52000.0,33.74,0.2049,0,0,OVER_FORTY,11646
83072,9000.0,MORTGAGE,95500.0,13.7,0.1531,0,0,UNDER_FORTY,7263
84572,5000.0,MORTGAGE,36000.0,4.2,0.0762,0,0,UNDER_FORTY,8510
107377,7375.0,MORTGAGE,60000.0,13.17,0.1114,0,0,UNDER_FORTY,9575
74511,10000.0,RENT,62400.0,17.96,0.1235,0,1,UNDER_FORTY,7657
95248,9000.0,RENT,49000.0,29.8,0.1875,0,0,UNDER_FORTY,6258
97418,15000.0,RENT,40000.0,16.32,0.1114,0,0,OVER_FORTY,5680
83655,20000.0,RENT,45000.0,29.55,0.1311,0,0,UNDER_FORTY,6106
111699,23000.0,RENT,119600.0,26.69,0.1727,0,0,UNDER_FORTY,8540
92050,8000.0,MORTGAGE,108000.0,23.14,0.2247,1,1,UNDER_FORTY,7994
84452,17600.0,OWN,45000.0,29.33,0.0603,0,0,UNDER_FORTY,8328
90317,30000.0,MORTGAGE,185000.0,5.2,0.1016,0,0,OVER_FORTY,10093
112175,20000.0,MORTGAGE,60000.0,32.08,0.1433,0,0,OVER_FORTY,8783
